Identifier;Email;Country;Custom1;bool30TrueAdvancedRules;boolDefaultFalse;boolDefaultTrue;double25Pi25E25Gr25Zero;doubleDefaultPi;integer25One25Two25Three25FourAdvancedRules;integerDefaultOne;string25Cat25Dog25Falcon25Horse;string25Cat25Dog25Falcon25HorseAdvancedRules;string75Cat0Dog25Falcon0Horse;stringContainsDogDefaultCat;stringDefaultCat;stringIsInDogDefaultCat;stringIsNotInDogDefaultCat;stringNotContainsDogDefaultCat
jsmith@att.net;jsmith@att.net;;;False;False;True;0.0;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
jshearer@outlook.com;jshearer@outlook.com;;;False;False;True;2.7182;3.1415;3;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
pgottsch@hotmail.com;pgottsch@hotmail.com;;;False;False;True;1.61803;3.1415;4;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
majordick@gmail.com;majordick@gmail.com;;;False;False;True;2.7182;3.1415;4;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
sjava@icloud.com;sjava@icloud.com;;;False;False;True;1.61803;3.1415;4;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
rupak@hotmail.com;rupak@hotmail.com;;;False;False;True;0.0;3.1415;4;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
empathy@comcast.net;empathy@comcast.net;;;False;False;True;0.0;3.1415;4;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
intlprog@me.com;intlprog@me.com;;;True;False;True;2.7182;3.1415;4;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
matthijs@gmail.com;matthijs@gmail.com;;;False;False;True;3.1415;3.1415;2;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
portscan@sbcglobal.net;portscan@sbcglobal.net;;;False;False;True;3.1415;3.1415;1;1;Dog;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
morain@comcast.net;morain@comcast.net;;;True;False;True;2.7182;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
gozer@mac.com;gozer@mac.com;;;True;False;True;2.7182;3.1415;2;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
akoblin@icloud.com;akoblin@icloud.com;;;False;False;True;2.7182;3.1415;1;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
mhassel@comcast.net;mhassel@comcast.net;;;False;False;True;3.1415;3.1415;1;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
spadkins@sbcglobal.net;spadkins@sbcglobal.net;;;False;False;True;3.1415;3.1415;4;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
rohitm@yahoo.com;rohitm@yahoo.com;;;True;False;True;0.0;3.1415;1;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
mwandel@yahoo.com;mwandel@yahoo.com;;;False;False;True;0.0;3.1415;4;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
warrior@me.com;warrior@me.com;;;True;False;True;0.0;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
jipsen@aol.com;jipsen@aol.com;;;True;False;True;2.7182;3.1415;1;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
bancboy@mac.com;bancboy@mac.com;;;True;False;True;2.7182;3.1415;1;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
corrada@yahoo.com;corrada@yahoo.com;;;True;False;True;1.61803;3.1415;4;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
wojciech@gmail.com;wojciech@gmail.com;;;False;False;True;0.0;3.1415;2;1;Dog;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
marcs@verizon.net;marcs@verizon.net;;;False;False;True;0.0;3.1415;3;1;Cat;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
atmarks@me.com;atmarks@me.com;;;False;False;True;0.0;3.1415;4;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
quinn@verizon.net;quinn@verizon.net;;;False;False;True;2.7182;3.1415;1;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
dkeeler@aol.com;dkeeler@aol.com;;;False;False;True;3.1415;3.1415;1;1;Dog;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
pizza@yahoo.ca;pizza@yahoo.ca;;;False;False;True;0.0;3.1415;1;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
empathy@mac.com;empathy@mac.com;;;False;False;True;3.1415;3.1415;1;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
dmouse@aol.com;dmouse@aol.com;;;False;False;True;3.1415;3.1415;2;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
dinther@comcast.net;dinther@comcast.net;;;False;False;True;1.61803;3.1415;3;1;Horse;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
pappp@aol.com;pappp@aol.com;;;False;False;True;3.1415;3.1415;3;1;Falcon;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
dougj@outlook.com;dougj@outlook.com;;;False;False;True;2.7182;3.1415;2;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
cfhsoft@msn.com;cfhsoft@msn.com;;;True;False;True;0.0;3.1415;3;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
maratb@sbcglobal.net;maratb@sbcglobal.net;;;False;False;True;2.7182;3.1415;3;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
stewwy@verizon.net;stewwy@verizon.net;;;True;False;True;3.1415;3.1415;4;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
sravani@hotmail.com;sravani@hotmail.com;;;False;False;True;2.7182;3.1415;3;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
tmaek@msn.com;tmaek@msn.com;;;True;False;True;2.7182;3.1415;4;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
juliano@yahoo.ca;juliano@yahoo.ca;;;False;False;True;2.7182;3.1415;4;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
mcsporran@optonline.net;mcsporran@optonline.net;;;True;False;True;0.0;3.1415;1;1;Falcon;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
mgemmons@yahoo.ca;mgemmons@yahoo.ca;;;False;False;True;1.61803;3.1415;2;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
seasweb@att.net;seasweb@att.net;;;False;False;True;0.0;3.1415;3;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
lushe@yahoo.ca;lushe@yahoo.ca;;;False;False;True;2.7182;3.1415;2;1;Dog;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
schumer@msn.com;schumer@msn.com;;;True;False;True;1.61803;3.1415;1;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
gfody@comcast.net;gfody@comcast.net;;;True;False;True;0.0;3.1415;1;1;Horse;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
mlewan@yahoo.ca;mlewan@yahoo.ca;;;False;False;True;2.7182;3.1415;1;1;Cat;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
eegsa@msn.com;eegsa@msn.com;;;False;False;True;0.0;3.1415;1;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
rhavyn@hotmail.com;rhavyn@hotmail.com;;;False;False;True;3.1415;3.1415;1;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
cremonini@me.com;cremonini@me.com;;;False;False;True;1.61803;3.1415;4;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
boftx@me.com;boftx@me.com;;;False;False;True;0.0;3.1415;1;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
smartfart@outlook.com;smartfart@outlook.com;;;False;False;True;2.7182;3.1415;2;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
uncled@outlook.com;uncled@outlook.com;;;False;False;True;2.7182;3.1415;4;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
quantaman@aol.com;quantaman@aol.com;;;True;False;True;3.1415;3.1415;2;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
heidrich@live.com;heidrich@live.com;;;False;False;True;0.0;3.1415;3;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
moinefou@yahoo.com;moinefou@yahoo.com;;;False;False;True;0.0;3.1415;2;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
ilial@mac.com;ilial@mac.com;;;False;False;True;1.61803;3.1415;2;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
fraser@verizon.net;fraser@verizon.net;;;True;False;True;2.7182;3.1415;1;1;Falcon;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
csilvers@me.com;csilvers@me.com;;;True;False;True;2.7182;3.1415;1;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
csilvers@mac.com;csilvers@mac.com;;;False;False;True;2.7182;3.1415;2;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
kalpol@sbcglobal.net;kalpol@sbcglobal.net;;;True;False;True;1.61803;3.1415;1;1;Horse;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
punkis@yahoo.com;punkis@yahoo.com;;;False;False;True;2.7182;3.1415;4;1;Dog;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
nacho@msn.com;nacho@msn.com;;;False;False;True;3.1415;3.1415;1;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
mcsporran@sbcglobal.net;mcsporran@sbcglobal.net;;;True;False;True;2.7182;3.1415;1;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
jaarnial@hotmail.com;jaarnial@hotmail.com;;;False;False;True;1.61803;3.1415;3;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
gboss@optonline.net;gboss@optonline.net;;;False;False;True;1.61803;3.1415;1;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
henkp@msn.com;henkp@msn.com;;;False;False;True;0.0;3.1415;4;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
philb@mac.com;philb@mac.com;;;False;False;True;2.7182;3.1415;4;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
hllam@yahoo.com;hllam@yahoo.com;;;False;False;True;3.1415;3.1415;4;1;Dog;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
roamer@yahoo.ca;roamer@yahoo.ca;;;False;False;True;1.61803;3.1415;3;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
geekgrl@comcast.net;geekgrl@comcast.net;;;True;False;True;2.7182;3.1415;2;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
cantu@outlook.com;cantu@outlook.com;;;False;False;True;0.0;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
firstpr@outlook.com;firstpr@outlook.com;;;True;False;True;2.7182;3.1415;3;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
hmbrand@aol.com;hmbrand@aol.com;;;False;False;True;1.61803;3.1415;1;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
arandal@icloud.com;arandal@icloud.com;;;False;False;True;3.1415;3.1415;1;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
jaarnial@live.com;jaarnial@live.com;;;False;False;True;0.0;3.1415;4;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
hoyer@me.com;hoyer@me.com;;;False;False;True;2.7182;3.1415;3;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
mmccool@att.net;mmccool@att.net;;;False;False;True;2.7182;3.1415;4;1;Dog;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
smcnabb@att.net;smcnabb@att.net;;;False;False;True;1.61803;3.1415;1;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
pakaste@yahoo.ca;pakaste@yahoo.ca;;;False;False;True;3.1415;3.1415;3;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
panolex@mac.com;panolex@mac.com;;;False;False;True;1.61803;3.1415;4;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
hikoza@att.net;hikoza@att.net;;;False;False;True;0.0;3.1415;4;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
larry@verizon.net;larry@verizon.net;;;True;False;True;0.0;3.1415;3;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
arandal@outlook.com;arandal@outlook.com;;;False;False;True;2.7182;3.1415;3;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
dwsauder@icloud.com;dwsauder@icloud.com;;;True;False;True;3.1415;3.1415;2;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
ducasse@verizon.net;ducasse@verizon.net;;;False;False;True;3.1415;3.1415;3;1;Falcon;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
policies@comcast.net;policies@comcast.net;;;False;False;True;3.1415;3.1415;3;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
sblack@yahoo.com;sblack@yahoo.com;;;True;False;True;1.61803;3.1415;4;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
hstiles@comcast.net;hstiles@comcast.net;;;True;False;True;3.1415;3.1415;3;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
lushe@icloud.com;lushe@icloud.com;;;False;False;True;2.7182;3.1415;2;1;Horse;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
devphil@hotmail.com;devphil@hotmail.com;;;True;False;True;0.0;3.1415;1;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
dowdy@comcast.net;dowdy@comcast.net;;;True;False;True;1.61803;3.1415;4;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
arachne@verizon.net;arachne@verizon.net;;;False;False;True;2.7182;3.1415;3;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
donev@icloud.com;donev@icloud.com;;;True;False;True;3.1415;3.1415;2;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
bowmanbs@hotmail.com;bowmanbs@hotmail.com;;;False;False;True;1.61803;3.1415;1;1;Cat;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
roesch@mac.com;roesch@mac.com;;;True;False;True;1.61803;3.1415;1;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
lridener@aol.com;lridener@aol.com;;;False;False;True;0.0;3.1415;1;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
hmbrand@comcast.net;hmbrand@comcast.net;;;False;False;True;2.7182;3.1415;2;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
sopwith@hotmail.com;sopwith@hotmail.com;;;False;False;True;1.61803;3.1415;2;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
vsprintf@msn.com;vsprintf@msn.com;;;False;False;True;0.0;3.1415;1;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
dwsauder@icloud.com;dwsauder@icloud.com;;;True;False;True;3.1415;3.1415;2;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
symbolic@aol.com;symbolic@aol.com;;;True;False;True;3.1415;3.1415;2;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
gbacon@live.com;gbacon@live.com;;;False;False;True;1.61803;3.1415;4;1;Falcon;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
hillct@verizon.net;hillct@verizon.net;;;True;False;True;0.0;3.1415;3;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
earmstro@att.net;earmstro@att.net;;;False;False;True;2.7182;3.1415;1;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
studyabr@outlook.com;studyabr@outlook.com;;;False;False;True;3.1415;3.1415;4;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
shawnce@yahoo.ca;shawnce@yahoo.ca;;;False;False;True;0.0;3.1415;3;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
boser@yahoo.com;boser@yahoo.com;;;False;False;True;1.61803;3.1415;1;1;Dog;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
gknauss@yahoo.ca;gknauss@yahoo.ca;;;False;False;True;3.1415;3.1415;4;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
marcs@att.net;marcs@att.net;;;False;False;True;2.7182;3.1415;2;1;Dog;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
bruck@icloud.com;bruck@icloud.com;;;False;False;True;2.7182;3.1415;4;1;Horse;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
comdig@comcast.net;comdig@comcast.net;;;True;False;True;1.61803;3.1415;4;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
floxy@yahoo.com;floxy@yahoo.com;;;False;False;True;1.61803;3.1415;3;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
tmccarth@icloud.com;tmccarth@icloud.com;;;False;False;True;2.7182;3.1415;3;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
darin@me.com;darin@me.com;;;False;False;True;1.61803;3.1415;1;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
mcraigw@msn.com;mcraigw@msn.com;;;False;False;True;3.1415;3.1415;3;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
fhirsch@outlook.com;fhirsch@outlook.com;;;True;False;True;0.0;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
unreal@verizon.net;unreal@verizon.net;;;True;False;True;0.0;3.1415;2;1;Cat;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
crypt@comcast.net;crypt@comcast.net;;;False;False;True;0.0;3.1415;2;1;Dog;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
pakaste@sbcglobal.net;pakaste@sbcglobal.net;;;False;False;True;0.0;3.1415;3;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
denism@att.net;denism@att.net;;;False;False;True;3.1415;3.1415;2;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
staffelb@aol.com;staffelb@aol.com;;;False;False;True;3.1415;3.1415;2;1;Dog;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
jonas@outlook.com;jonas@outlook.com;;;True;False;True;3.1415;3.1415;1;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
staikos@live.com;staikos@live.com;;;False;False;True;1.61803;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
mfburgo@me.com;mfburgo@me.com;;;False;False;True;0.0;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
psichel@sbcglobal.net;psichel@sbcglobal.net;;;False;False;True;3.1415;3.1415;2;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
brainless@live.com;brainless@live.com;;;False;False;True;2.7182;3.1415;3;1;Dog;Horse;Falcon;Cat;Cat;Cat;Dog;Dog
jmgomez@comcast.net;jmgomez@comcast.net;;;True;False;True;2.7182;3.1415;3;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
wsnyder@icloud.com;wsnyder@icloud.com;;;False;False;True;2.7182;3.1415;1;1;Horse;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
carcus@yahoo.ca;carcus@yahoo.ca;;;False;False;True;0.0;3.1415;2;1;Cat;Horse;Cat;Cat;Cat;Cat;Dog;Dog
dmouse@outlook.com;dmouse@outlook.com;;;False;False;True;0.0;3.1415;3;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
graham@mac.com;graham@mac.com;;;True;False;True;1.61803;3.1415;4;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
murdocj@comcast.net;murdocj@comcast.net;;;False;False;True;2.7182;3.1415;2;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
reziac@att.net;reziac@att.net;;;False;False;True;1.61803;3.1415;3;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
caronni@sbcglobal.net;caronni@sbcglobal.net;;;True;False;True;1.61803;3.1415;4;1;Horse;Horse;Cat;Cat;Cat;Cat;Dog;Dog
hoyer@verizon.net;hoyer@verizon.net;;;True;False;True;0.0;3.1415;1;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
amcuri@verizon.net;amcuri@verizon.net;;;False;False;True;3.1415;3.1415;4;1;Horse;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
mstrout@live.com;mstrout@live.com;;;False;False;True;1.61803;3.1415;1;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
osrin@verizon.net;osrin@verizon.net;;;False;False;True;2.7182;3.1415;2;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
geeber@hotmail.com;geeber@hotmail.com;;;False;False;True;1.61803;3.1415;4;1;Horse;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
konit@aol.com;konit@aol.com;;;False;False;True;3.1415;3.1415;4;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
mxiao@att.net;mxiao@att.net;;;False;False;True;0.0;3.1415;4;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
ryanshaw@hotmail.com;ryanshaw@hotmail.com;;;True;False;True;0.0;3.1415;2;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
bowmanbs@aol.com;bowmanbs@aol.com;;;False;False;True;0.0;3.1415;1;1;Falcon;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
yamla@hotmail.com;yamla@hotmail.com;;;False;False;True;3.1415;3.1415;1;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
ardagna@sbcglobal.net;ardagna@sbcglobal.net;;;False;False;True;3.1415;3.1415;4;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
darin@outlook.com;darin@outlook.com;;;False;False;True;0.0;3.1415;3;1;Horse;Cat;Cat;Cat;Cat;Cat;Dog;Dog
jmorris@me.com;jmorris@me.com;;;False;False;True;3.1415;3.1415;3;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
valdez@att.net;valdez@att.net;;;True;False;True;2.7182;3.1415;1;1;Dog;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
haddawy@msn.com;haddawy@msn.com;;;False;False;True;2.7182;3.1415;4;1;Dog;Cat;Cat;Cat;Cat;Cat;Dog;Dog
biglou@sbcglobal.net;biglou@sbcglobal.net;;;True;False;True;1.61803;3.1415;2;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
pplinux@icloud.com;pplinux@icloud.com;;;False;False;True;0.0;3.1415;3;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
afeldspar@optonline.net;afeldspar@optonline.net;;;True;False;True;1.61803;3.1415;4;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
campbell@optonline.net;campbell@optonline.net;;;True;False;True;3.1415;3.1415;2;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
akoblin@outlook.com;akoblin@outlook.com;;;True;False;True;3.1415;3.1415;4;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
nwiger@yahoo.ca;nwiger@yahoo.ca;;;True;False;True;1.61803;3.1415;4;1;Dog;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
stinson@sbcglobal.net;stinson@sbcglobal.net;;;True;False;True;3.1415;3.1415;1;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
daveed@me.com;daveed@me.com;;;False;False;True;2.7182;3.1415;4;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
arachne@outlook.com;arachne@outlook.com;;;False;False;True;0.0;3.1415;4;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
augusto@live.com;augusto@live.com;;;False;False;True;0.0;3.1415;2;1;Horse;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
xtang@me.com;xtang@me.com;;;False;False;True;1.61803;3.1415;2;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
itstatus@outlook.com;itstatus@outlook.com;;;False;False;True;2.7182;3.1415;3;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
ebassi@optonline.net;ebassi@optonline.net;;;False;False;True;0.0;3.1415;4;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
kspiteri@yahoo.com;kspiteri@yahoo.com;;;False;False;True;1.61803;3.1415;3;1;Falcon;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
kewley@msn.com;kewley@msn.com;;;True;False;True;0.0;3.1415;4;1;Dog;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
yamla@me.com;yamla@me.com;;;True;False;True;2.7182;3.1415;4;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
oevans@me.com;oevans@me.com;;;False;False;True;3.1415;3.1415;1;1;Dog;Horse;Cat;Cat;Cat;Cat;Dog;Dog
ebassi@icloud.com;ebassi@icloud.com;;;False;False;True;3.1415;3.1415;1;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
scitext@sbcglobal.net;scitext@sbcglobal.net;;;False;False;True;2.7182;3.1415;2;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
sisyphus@verizon.net;sisyphus@verizon.net;;;False;False;True;2.7182;3.1415;3;1;Cat;Falcon;Cat;Cat;Cat;Cat;Dog;Dog
jandrese@live.com;jandrese@live.com;;;False;False;True;2.7182;3.1415;2;1;Falcon;Dog;Cat;Cat;Cat;Cat;Dog;Dog
jamuir@comcast.net;jamuir@comcast.net;;;False;False;True;1.61803;3.1415;1;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
dobey@yahoo.ca;dobey@yahoo.ca;;;False;False;True;2.7182;3.1415;2;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
rande@live.com;rande@live.com;;;False;False;True;0.0;3.1415;2;1;Cat;Dog;Cat;Cat;Cat;Cat;Dog;Dog
dkasak@yahoo.com;dkasak@yahoo.com;;;False;False;True;0.0;3.1415;2;1;Dog;Dog;Cat;Cat;Cat;Cat;Dog;Dog
greear@msn.com;greear@msn.com;;;False;False;True;2.7182;3.1415;3;1;Dog;Dog;Falcon;Cat;Cat;Cat;Dog;Dog
thaljef@verizon.net;thaljef@verizon.net;;;True;False;True;2.7182;3.1415;1;1;Falcon;Horse;Cat;Cat;Cat;Cat;Dog;Dog
sjmuir@gmail.com;sjmuir@gmail.com;;;False;False;True;3.1415;3.1415;2;1;Cat;Cat;Cat;Cat;Cat;Cat;Dog;Dog
joehall@sbcglobal.net;joehall@sbcglobal.net;;;False;False;True;3.1415;3.1415;2;1;Horse;Dog;Cat;Cat;Cat;Cat;Dog;Dog
kronvold@optonline.net;kronvold@optonline.net;;;False;False;True;0.0;3.1415;1;1;Falcon;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
jmorris@outlook.com;jmorris@outlook.com;;;False;False;True;2.7182;3.1415;2;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
ajohnson@yahoo.ca;ajohnson@yahoo.ca;;;False;False;True;1.61803;3.1415;3;1;Falcon;Cat;Falcon;Cat;Cat;Cat;Dog;Dog
russotto@mac.com;russotto@mac.com;;;False;False;True;3.1415;3.1415;3;1;Falcon;Cat;Cat;Cat;Cat;Cat;Dog;Dog
pgolle@msn.com;pgolle@msn.com;;;False;False;True;0.0;3.1415;2;1;Cat;Falcon;Falcon;Cat;Cat;Cat;Dog;Dog
